class,text
positive,"@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed"
positive,"Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT"
positive,"Loving my new #iPhone4S thanks @apple for #ios5"
positive,"i love this. so much. thank you @apple. http://t.co/Ui8lOEzX"
positive,"@apple the iPhone 4s is great #genius"
positive,"@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic."
positive,"Love my new I0S5 @Apple updates. Just when I think it can't get any better somehow it simplifies my life more. That's right-it's an Apple."
positive,"@apple Siri is amazing"
positive,"@rygurl you need an @apple iphone4S with Siri!"
positive,"Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple"
positive,"just my man @apple store in @schaumburg, whoops!!!!😁"
positive,"So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac"
positive,"I ♥ @Apple http://t.co/a8on3IAa"
positive,"@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry"
positive,"Loving #iOS5 !! #awesome @Apple"
positive,"RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}"
positive,"Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge"
positive,"@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??"
positive,"@apple by far the best iPod and first time iPhone ever.... Good job guys"
positive,"Thank you Steve @apple store 5th av. http://t.co/nSAisriP"
positive,"@Apple's Siri is witchcraft. What's next @googleresearch. 2 yr lead lost?"
positive,"@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done."
positive,"RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ..."
positive,"Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s"
positive,"I &lt;3 @apple http://t.co/ondXWpEr"
positive,"Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys."
positive,"Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D"
positive,"RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline crack on the screen. thanks @apple"
positive,"the nice guy at the @apple store replaced my phone gratis when I showed him the hairline crack on the screen. thanks @apple"
positive,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple."
positive,"It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!"
positive,"RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple"
positive,"@RickySinghPT got a new backside for my eye phone! V impressed with @apple"
positive,"#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things"
positive,"Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!"
positive,"_ibertaddigital.tv/ iPad a briliant SteveJobs produck ,http://t.co/00ohfLY6 @Apple present... http://t.co/DBbWSDpx"
positive,"Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple"
positive,"@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required"
positive,"New iOS 5 update is THE BEST. iloveyou @apple"
positive,"Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson."
positive,"I absolutely love my iPhone 4S. Thank you, Steve and @apple."
positive,"@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s"
positive,"dammit, listening to siri is making me want to upgrade. well played @apple."
positive,"Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature"
positive,"Video card on @Kimaris workstation died after just six months. So long @hp. Hello @apple."
positive,"@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!"
positive,"#iOS5 update submitted to @apple! Thanks for all the support!"
positive,"Awesome service from the @apple store in pc. Thanks chris!"
positive,"RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO"
positive,"I am crazy about #iOS5 . The photo cropping is the best! @apple"
positive,".@apple thanks for fixing this... http://t.co/wTj1ogDO"
positive,"Hell yes!!! Got my contacts back!! Thanks @apple"
positive,"RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE"
positive,"@apple has changed life."
positive,"Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!"
positive,"@jonsibley Actually, the @Apple mouse is pretty sweet man."
positive,"The #iphone4s is amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple"
positive,"Finally got the @apple IPhone thanks to @sprint getting with the times"
positive,"#iOs5 is nice and as it had to be ! Thanks @Apple"
positive,"Good support fm Kevin @apple #Bellevue store 4 biz customers TY!"
